,path_x,sentence
1368,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19965224_8.mp3,"Efectivamente hay uno que, al no reconocer a Gargamel, lo lleva a la aldea."
1369,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19965498_8.mp3,Se cuenta con una fuente de extracción de agua mineral de acceso público.
1370,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19966098_10.mp3,La mayor o menor rugosidad de una superficie depende de su acabado superficial.
1371,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19966743_7.mp3,"Arjona, Antonio, Ayudante de la Plana Mayor del Regimiento."
1372,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19966826_7.mp3,El clima de Lucena se caracteriza por no presentar pronunciadas estaciones húmedas y secas.
1373,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19966850_7.mp3,Se iniciaba la difusión de un nuevo enfoque para la práctica de la medicina.
1374,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19966892_9.mp3,Distintas historias de amor que tienen como escenario una estación de radio.
1375,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19966899_6.mp3,Existen dos pruebas para implementar la tráquea artificial con propósitos diferentes.
1376,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19967787_10.mp3,"Es una novela ambientada en San Luis, la ciudad donde creció."
1377,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19968432_8.mp3,Juega como defensa central en el Millonarios Fútbol Club de Colombia.
1378,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19969269_9.mp3,Carreras se destacó por su fuerte anticomunismo.
1379,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19969961_9.mp3,"Desde la perspectiva del balance físico, químico y biológico, está en una posición clave."
1380,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19970676_8.mp3,"Desde entonces, ha militado en Tercera División."
1381,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19971992_9.mp3,Fue conocido como el hombre que derrotó a John L. Sullivan.
1382,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19974875_5.mp3,El medio debe de quedar seco entre riegos.
1383,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19977344_7.mp3,Las galardonadas reciben dinero y un diploma.
1384,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19979682_5.mp3,Con los márgenes de la vaina unidos.
1385,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19979907_6.mp3,El distinguido matrimonio de Judith había ayudado a Tostig asegurar el condado.
1386,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19980835_6.mp3,Se cree que este animal era una representación del demonio.
1387,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19981442_10.mp3,"Fue enterrada en el Detroit Park Cemetery de Warren, Michigan."
1388,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19982189_5.mp3,Fue dos veces presidente municipal de Gómez Palacio.
1389,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19982905_6.mp3,La Separación de poderes no esta implementada en la Constitución Española.
1390,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19983349_9.mp3,El significado literal del nombre antiguo de la ciudad es 'Montaña del Rey'.
1391,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19983562_9.mp3,Como Primera Dama Abigail Fillmore dejó un legado de mujer trabajadora.
1392,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19985366_8.mp3,Así se construyó el estadio Lokomotiv.
1393,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19989798_7.mp3,"En ese estado, cada persona tendría derecho, o licencia, a todo en el mundo."
1394,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19991196_10.mp3,El hecho no pasó a mayores debido a la repentina enfermedad del presidente.
1395,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19992092_5.mp3,Su pelaje es ralo pero su piel es suave.
1396,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19993051_9.mp3,Ocupó cargos directivos la Federación Argentina de Fotografía.
1397,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19993366_9.mp3,Es considerada el núcleo de toda la ciudad por su relevancia histórica-social.
1398,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19994713_6.mp3,La torre del campanario está cubierta de azulejo de Puebla.
1399,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19995101_9.mp3,En su mayoría profesionistas.
1400,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19995965_7.mp3,Para la grabación del álbum cuentan de nuevo con Nick Patrick en la producción.
1401,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19996771_5.mp3,El lanzamiento fue el primero con una trayectoria ascendente directa en una misión.
1402,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19997202_10.mp3,"Y, hoy se alojan en París, Ginebra, Viena y en el Museo Británico."
1403,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19998751_6.mp3,"Su sistema radical es extenso, de ahí que prefiera los espacios abiertos."
1404,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19998984_5.mp3,El yacimiento se encuentra abierto a los visitantes todos los días del año.
1405,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20001846_6.mp3,Los apartamentos están distribuidos en tres plantas.
1406,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20002184_7.mp3,"Es trasladada al hospital y mientras permanece allí, Tom continúa dando clases."
1407,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20002671_6.mp3,Ha propuesto colaborar a Bruce Springsteen.
1408,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20003430_7.mp3,Mint: es la mamá de Angel Cat Sugar y es enfermera.
1409,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20004555_5.mp3,Trabajó en la Banca Zaragozana hasta que abandona esa actividad por las ondas.
1410,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20004754_7.mp3,"Se realiza anualmente en marzo, en Buenos Aires."
1411,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20005165_9.mp3,Desde allí fue enviado a otra área de formación en Westfalia.
1412,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20006555_8.mp3,Áncash se sacudía de la derrota inicial y lograba su primera victoria.
1413,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20006564_9.mp3,Esto significa que el transmisor y el receptor utilizan la misma llave.
1414,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20007294_10.mp3,La escuela destacó por la representación de tipos y escenas populares.
1415,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20007678_8.mp3,"Ambos vuelan luego hacia otro planeta y cuando llegan, se besan."
1416,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20007792_7.mp3,"Su geonemia comprende territorios de la Argentina, sur del Brasil, Paraguay, y Uruguay."
1417,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20007902_10.mp3,"Además, Argentina fue sede del festival en dos oportunidades."
1418,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20007950_6.mp3,El tablero es continuo y totalmente suspendido a lo largo de todo su desarrollo.
1419,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20008742_6.mp3,En bosques caducifolios o mixtos con coníferas.
1420,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20009221_7.mp3,"Cuando en un momento, YouTube no existe todavía."
1421,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20009477_7.mp3,"Mi madre era británica y mi padre, un abogado extraordinariamente culto."
1422,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20014114_8.mp3,"En muchos casos se consiguió que fuesen capturados, juzgados y condenados."
1423,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20014941_9.mp3,El origen del nombre del municipio sigue todavía siendo objeto de discusión y controversia.
1424,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20015086_8.mp3,Su abuelo fue el bandoneonista argentino Adolfo Perez Pocholo.
1425,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20016734_8.mp3,Actualmente se está trabajando en la redacción de proyectos independientes.
1426,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20016910_7.mp3,Empezó a aparecer en obras de teatro en la escuela a los trece años.
1427,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20016934_10.mp3,"El libro se convirtió en película, con Tada como actriz principal."
1428,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20017241_10.mp3,Actualmente reside en la ciudad de Tegucigalpa junto a su esposo.
1429,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20017242_8.mp3,"Es una versión de la serie colombiana, ""El Capo"".Como los perseguidos Mauricio Islas."
1430,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20017448_8.mp3,Vivió toda su vida soltero.
1431,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20017782_6.mp3,Símbolo de la identidad urbana de Temuco.
1432,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20017785_5.mp3,Lo siguiente a tener en cuenta es la estructura física de la bala.
1433,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20017817_5.mp3,Realizó los estudios primarios y secundarios en el Instituto Salesiano de Valdivia.
1434,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20019751_8.mp3,"Luego fue publicada como single, acompañada de la canción ""Second Home by the Sea""."
1435,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20023344_8.mp3,"Construida con ladrillos, su arquitectura consta de tres partes distintivas."
1436,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20024614_7.mp3,"Las flores, de color blanco, surgen en panículas."
1437,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20024663_8.mp3,"Thomas fue elegido para presidir el peronismo ""No K"" en Diputados."
1438,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20027092_9.mp3,El acuerdo no estuvo exento de críticas.
1439,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20027426_5.mp3,"Además, es el bajista de la banda The Network."
1440,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20029812_10.mp3,Sus objetivos fueron renovar la Iglesia y evitar el avance de las doctrinas protestantes.
1441,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20029871_8.mp3,Los árboles siguen las convenciones de la cladística para dividirse en ramas y sub-ramas.
1442,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20040026_6.mp3,El sencillo recibió certificaciones en al menos quince países.
1443,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20040531_7.mp3,La diferencia entre ambos es que en el alcalino se utilizan compuestos con cianuro.
1444,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20041353_10.mp3,Se casó con Antonia Salgado de Ribera.
1445,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20042071_8.mp3,Se utiliza principalmente en cálculo integral.
1446,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20042305_8.mp3,El río discurre por el territorio del krai de Perm.
1447,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20042793_5.mp3,"Fue invitada en ""Drop Dead Diva"" como la Profesora Kathy Miller."
1448,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20043003_5.mp3,"Su nombre proviene del General John Clarke, de Georgia."
1449,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20043014_10.mp3,"Ponce casó con Estefanía Ramírez, hija del conde Ramiro Froilaz, con sucesión."
1450,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20043881_9.mp3,"Se destacan la presencia de peces tales como: Róbalo, Sábalo y trucha."
1451,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20044097_10.mp3,Una pequeña minoría de las asociaciones profesionales han emitido declaraciones evasivas.
1452,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20045239_5.mp3,"La filtración, es por ello, mayor que la reabsorción."
1453,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20045256_7.mp3,Únicamente con los colores Polar Blanco y Negro Simpático.
1454,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20046829_10.mp3,Puede ser necesario que el oído deba ser irrigado varias veces seguidas.
1455,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20048296_10.mp3,"Esto es, un miembro de una clase que tiene atributos en lugar de variables."
1456,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20049083_10.mp3,"Esperamos que los desaparecidos sean rescatados lo más pronto posible""."
1457,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20049756_8.mp3,"Habita en Brasil, Colombia y Venezuela."
1458,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20049773_5.mp3,Su nueva etapa en la industria musical: el álbum.
1459,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20050023_9.mp3,Nació en una familia campesina cerca de Ekaterimburgo.
1460,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20050279_9.mp3,"Sin embargo, Melanie sólo permaneció un concierto, y posteriormente dejó la banda."
1461,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20059068_5.mp3,Estudió en el Australian Theatre for Young People.
1462,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20060802_5.mp3,The Zombie Kids.
1463,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20062382_5.mp3,"Fitzgerald nació en Boston, Massachusetts, hijo de inmigrantes irlandeses, Rosanna Cox y Thomas Fitzgerald."
1464,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20062597_9.mp3,Cuenta con una calle con su nombre en su ciudad natal.
1465,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20063192_9.mp3,"En ese momento, ya había ganado su licenciatura en botánica."
1466,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20064964_9.mp3,La taxonomía es compleja y permanece en controversia.
1467,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20065245_10.mp3,Además es un miembro de la Royal Society of Literature.
1468,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20065354_10.mp3,A los quince años de edad se alistó en la Armada Invencible.
1469,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20065832_10.mp3,Alimentación omnívora prefiriendo los artrópodos y pequeños peces.
1470,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20066382_7.mp3,"Charles, condado de Warren y el condado de Franklin."
1471,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20066906_6.mp3,"Luego se dice que Macarena ""Sueña con ligarse a un novio nuevo""."
1472,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20067238_10.mp3,"Es de los que más contento me hacen, desde todos los puntos de vista."
1473,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_20067781_8.mp3,Esto hizo que las deidades solares fueran importantes.
